priority,priority_rank,check_id,case_id,ticker,source_file,row_number,field_name,issue,cleanup_action,blocks_50_case_study,detail
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0062-ACQUIRED-HARP,HARP,resolved_case_candidates.csv,63,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0063-ACQUIRED-ISEE,ISEE,resolved_case_candidates.csv,64,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0064-ACQUIRED-RETA,RETA,resolved_case_candidates.csv,65,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0065-ACQUIRED-RXDX,RXDX,resolved_case_candidates.csv,66,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0066-ACQUIRED-ZYNE,ZYNE,resolved_case_candidates.csv,67,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0067-ACQUIRED-ALPN,ALPN,resolved_case_candidates.csv,68,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0068-ACQUIRED-AMAM,AMAM,resolved_case_candidates.csv,69,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0069-ACQUIRED-CBAY,CBAY,resolved_case_candidates.csv,70,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0070-ACQUIRED-CERE,CERE,resolved_case_candidates.csv,71,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0071-ACQUIRED-DCPH,DCPH,resolved_case_candidates.csv,72,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0072-ACQUIRED-FATE,FATE,resolved_case_candidates.csv,73,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0073-ACQUIRED-FUSN,FUSN,resolved_case_candidates.csv,74,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0074-ACQUIRED-G1T,G1T,resolved_case_candidates.csv,75,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0075-ACQUIRED-GRCL,GRCL,resolved_case_candidates.csv,76,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0076-ACQUIRED-KRTX,KRTX,resolved_case_candidates.csv,77,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0077-ACQUIRED-LBPH,LBPH,resolved_case_candidates.csv,78,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0078-ACQUIRED-MORF,MORF,resolved_case_candidates.csv,79,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0079-ACQUIRED-MRTX,MRTX,resolved_case_candidates.csv,80,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0095-ACQUIRED-ARMO,ARMO,resolved_case_candidates.csv,96,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0096-ACQUIRED-DOVA,DOVA,resolved_case_candidates.csv,97,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0097-ACQUIRED-SYNTX,SYNTX,resolved_case_candidates.csv,98,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0098-ACQUIRED-AIMT,AIMT,resolved_case_candidates.csv,99,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0099-ACQUIRED-AKCA,AKCA,resolved_case_candidates.csv,100,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0100-ACQUIRED-ARQL,ARQL,resolved_case_candidates.csv,101,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0101-ACQUIRED-CHMA,CHMA,resolved_case_candidates.csv,102,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0102-ACQUIRED-CNST,CNST,resolved_case_candidates.csv,103,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0103-ACQUIRED-STML,STML,resolved_case_candidates.csv,104,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0104-ACQUIRED-ALBO,ALBO,resolved_case_candidates.csv,105,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0105-ACQUIRED-HZNP,HZNP,resolved_case_candidates.csv,106,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0106-ACQUIRED-SGEN,SGEN,resolved_case_candidates.csv,107,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0107-ACQUIRED-SNDX,SNDX,resolved_case_candidates.csv,108,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0108-ACQUIRED-VECT,VECT,resolved_case_candidates.csv,109,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0109-ACQUIRED-MOR,MOR,resolved_case_candidates.csv,110,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0130-ACQUIRED-MDCO,MDCO,resolved_case_candidates.csv,131,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0131-ACQUIRED-LMNX,LMNX,resolved_case_candidates.csv,132,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0132-ACQUIRED-TBIO,TBIO,resolved_case_candidates.csv,133,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0133-ACQUIRED-DCPH,DCPH,resolved_case_candidates.csv,134,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0134-ACQUIRED-ENLV,ENLV,resolved_case_candidates.csv,135,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0135-ACQUIRED-HRMY,HRMY,resolved_case_candidates.csv,136,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0136-ACQUIRED-SYNH,SYNH,resolved_case_candidates.csv,137,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0137-ACQUIRED-KPTI,KPTI,resolved_case_candidates.csv,138,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0138-ACQUIRED-KROS,KROS,resolved_case_candidates.csv,139,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0139-ACQUIRED-TGTX,TGTX,resolved_case_candidates.csv,140,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_ANNOUNCEMENT_DATE,RHC-0140-ACQUIRED-VSTM,VSTM,resolved_case_candidates.csv,141,candidate_id,Acquired candidate has no acquisition announcement date row.,Backfill announcement date with source URL before using the case as a dated baseline.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0005-ACQUIRED-CPXX,CPXX,resolved_case_candidates.csv,6,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0007-ACQUIRED-RLYP,RLYP,resolved_case_candidates.csv,8,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0009-ACQUIRED-VTAE,VTAE,resolved_case_candidates.csv,10,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0011-ACQUIRED-CLCD,CLCD,resolved_case_candidates.csv,12,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0012-ACQUIRED-DMTX,DMTX,resolved_case_candidates.csv,13,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0014-ACQUIRED-AVXS,AVXS,resolved_case_candidates.csv,15,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0016-ACQUIRED-CASC,CASC,resolved_case_candidates.csv,17,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0018-ACQUIRED-RXDX,RXDX,resolved_case_candidates.csv,19,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0019-ACQUIRED-ALDR,ALDR,resolved_case_candidates.csv,20,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0020-ACQUIRED-ARRY,ARRY,resolved_case_candidates.csv,21,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0021-ACQUIRED-CMTA,CMTA,resolved_case_candidates.csv,22,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0022-ACQUIRED-LOXO,LOXO,resolved_case_candidates.csv,23,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0023-ACQUIRED-NITE,NITE,resolved_case_candidates.csv,24,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0024-ACQUIRED-ONCE,ONCE,resolved_case_candidates.csv,25,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0026-ACQUIRED-ACHN,ACHN,resolved_case_candidates.csv,27,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0027-ACQUIRED-BOLD,BOLD,resolved_case_candidates.csv,28,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0028-ACQUIRED-DERM,DERM,resolved_case_candidates.csv,29,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0029-ACQUIRED-FTSV,FTSV,resolved_case_candidates.csv,30,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0030-ACQUIRED-MNTA,MNTA,resolved_case_candidates.csv,31,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0031-ACQUIRED-MYOK,MYOK,resolved_case_candidates.csv,32,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0032-ACQUIRED-PGNX,PGNX,resolved_case_candidates.csv,33,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0033-ACQUIRED-PRNB,PRNB,resolved_case_candidates.csv,34,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0034-ACQUIRED-PRVL,PRVL,resolved_case_candidates.csv,35,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0035-ACQUIRED-ADMS,ADMS,resolved_case_candidates.csv,36,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0036-ACQUIRED-DOVA,DOVA,resolved_case_candidates.csv,37,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0037-ACQUIRED-DRNA,DRNA,resolved_case_candidates.csv,38,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0038-ACQUIRED-FLXN,FLXN,resolved_case_candidates.csv,39,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0039-ACQUIRED-FPRX,FPRX,resolved_case_candidates.csv,40,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0040-ACQUIRED-GWPH,GWPH,resolved_case_candidates.csv,41,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0041-ACQUIRED-PAND,PAND,resolved_case_candidates.csv,42,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0042-ACQUIRED-PTLA,PTLA,resolved_case_candidates.csv,43,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0043-ACQUIRED-TRIL,TRIL,resolved_case_candidates.csv,44,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0044-ACQUIRED-VIE,VIE,resolved_case_candidates.csv,45,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0045-ACQUIRED-XLRN,XLRN,resolved_case_candidates.csv,46,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0046-ACQUIRED-ATRS,ATRS,resolved_case_candidates.csv,47,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0047-ACQUIRED-AVEO,AVEO,resolved_case_candidates.csv,48,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0048-ACQUIRED-BHVN,BHVN,resolved_case_candidates.csv,49,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0049-ACQUIRED-CCXI,CCXI,resolved_case_candidates.csv,50,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0050-ACQUIRED-CMPI,CMPI,resolved_case_candidates.csv,51,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,TRUE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0051-ACQUIRED-EPZM,EPZM,resolved_case_candidates.csv,52,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0052-ACQUIRED-FMTX,FMTX,resolved_case_candidates.csv,53,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0053-ACQUIRED-GBT,GBT,resolved_case_candidates.csv,54,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0054-ACQUIRED-IMGO,IMGO,resolved_case_candidates.csv,55,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
